file_path,satd_count,satd_text
lib/sqlalchemy/dialects/sqlite/base.py,11,"`sqlite3 SELECT does not BEGIN a transaction, but should according to spec <https://github.com/python/cpython/issues/54133>`_ - imported Python standard library issue on github | not recommended**.   While this is generally a bad idea for relational | Core and ORM queries that use UNION may not function properly**. | TODO: detect SQLite version 3.10.0 or greater; | this flag used by pysqlite dialect, and perhaps others in the | conversions (and perhaps datetime/time as well on some hypothetical | so parsing the columns is really about matching it up to what | Extract CHECK constraints by properly handling balanced parentheses | index. this could fail to extract the predicate correctly on | unless the regex is broken this case shouldn't happen | work around SQLite issue whereby cursor.description"
lib/sqlalchemy/dialects/sqlite/provision.py,2,TODO: I can't get this to build dynamically with pytest-xdist procs | apply SQLite savepoint workaround
lib/sqlalchemy/engine/base.py,3,"legacy as of 2.0, should be eventually deprecated and | when there is really no reason for that; a connection that's | the other way this can work would be to transfer existing"
lib/sqlalchemy/engine/cursor.py,8,"TODO: need unit test for: | 1. originally, it was used to fix an issue in very old SQLite | TODO: can consider pre-loading ints and negative ints | TODO: consider serializing this as SimpleResultMetaData | TODO: test this case | all result rows are exhausted using the fetchXXX() methods. | TODO: if these are Row objects, can we save on not having to | what's actually happening right now?  maybe look into this"
lib/sqlalchemy/engine/default.py,2,TODO: this is not to be part of 2.0.  implement rudimentary binary | slightly inconsistent with the approach taken as of
lib/sqlalchemy/engine/events.py,2,"TODO: deprecate ""context"" | TODO: deprecate ""context"""
lib/sqlalchemy/engine/reflection.py,1,simple heuristic to improve reflection performance if a
lib/sqlalchemy/engine/result.py,2,TODO: are we freezing the result with or without uniqueness | TODO: this throws away the iterator which may be holding
lib/sqlalchemy/event/attr.py,1,"first error, I don't really understand:"
lib/sqlalchemy/ext/associationproxy.py,3,"we still need to use the pre-pep-673 workaround. | TODO: no idea how to do this without separate ""stub"" | TODO: again, no idea how to create an actual MutableMapping."
lib/sqlalchemy/ext/compiler.py,2,"TODO: why is the lambda needed ? | TODO: yes, this could also switch off of DBAPI in use."
lib/sqlalchemy/ext/horizontal_shard.py,1,TODO: if we had an ORMOption that gets applied at ORM statement
lib/sqlalchemy/ext/hybrid.py,1,"because this is the descriptor protocol, we don't really know"
lib/sqlalchemy/ext/instrumentation.py,1,"given that, perhaps class_ should be dropped from all of these"
lib/sqlalchemy/orm/attributes.py,9,"ideally Proxy() would have a separate set of methods to deal | hack to make __doc__ writeable on instances of | TODO: can move this to descriptor_props if the need for this | this is unfortunately very complicated, and is easily prone | comparator itself might be unreachable | TODO: no test coverage here. | TODO: better solution here would be to add | TODO: need coverage in test/orm/ of remove event | TODO: this appears to be the WriteOnlyAttributeImpl /"
lib/sqlalchemy/orm/bulk_persistence.py,8,"TODO: dive more into how a local table PK is used for fetch | workaround for mypy https://github.com/python/mypy/issues/14027 | The way this is organized seems strange, why don't we just | answer?, why does this go through the whole execute phase using an | over and over again.   so perhaps if it could be RETURNING just | these workarounds are currently hypothetical for UPDATE, | now get into special workarounds because MariaDB supports | TODO: inline this and call remove_newly_deleted"
lib/sqlalchemy/orm/collections.py,2,"raise as-is instead of returning NotImplemented | desired.  hard to imagine a use case for __imul__, though."
lib/sqlalchemy/orm/context.py,13,"TODO: this structure is set up by JoinedLoader | user knows what they are doing | experimentation here, the best approach seems to be, use | TODO: some complexity with order_by here was due to mapper.order_by. | TODO: this goes away once we get rid of the deep entity | figure out the best ""left"" side based on our existing froms / | specific way of telling us what the ""left"" side is, e.g.: | TODO: should we be checking for multiple mapper entities | the ORM-ness in this case right now, ideally it would not | TODO: we had orm_only=False here before, removing | TODO: we might be able to implement this but for now | however I can't think of a case where we would be here and | TODO: polymorphic subclasses ?"
lib/sqlalchemy/orm/decl_base.py,3,"this was fixed by | TODO: should ""registry"" here be also?   might be too late | we would assert this, however we want the below"
lib/sqlalchemy/orm/dependency.py,4,TODO: add a high speed method | TODO: this whole block is not covered | collection here too.  but this would be a somewhat | TODO: no tests fail if this whole
lib/sqlalchemy/orm/descriptor_props.py,3,"TODO: need a deserialize hook here | not a good choice for default behavior though, not clear how it would | TODO: when initialized, check _proxied_object,"
lib/sqlalchemy/orm/events.py,2,TODO: need coverage for this event | TODO: coverage
lib/sqlalchemy/orm/interfaces.py,5,"TODO: add python_type and sql_type here; combining them | into ""type"" is a bad idea | as in PropComparator, may have some special typing workarounds such as the | search among: exact match, ""attr.*"", ""default"" strategy | a bad idea; should use strategy key at all times because every"
lib/sqlalchemy/orm/loading.py,12,"this is a bit of a hack at the moment. | TODO: need test coverage and documentation for the FrozenResult | TODO: no coverage here | things would be better off having the PK attributes flushed | It would probably be a pretty big effort to add such a flow.  So | SQLAlchemy finds itself doing like, ever, obviously, we are | be present in some unexpected way. | we are a single row query for the exact entity; polymorphic | TODO: polymorphic_from seems to be a Mapper in all cases. | TODO: we are currently ignoring the case where the | TODO:  allow ""existing"" populator to know this is | TODO: same path"
lib/sqlalchemy/orm/mapper.py,5,"TODO: what happens if polymorphic_on column attribute name | this splits the behavior among the ""regular"" joined inheritance | legacy case we should probably disable. | was a bug, as it could cause configure_mappers() to invoke | TODO: weakref would be a good idea here"
lib/sqlalchemy/orm/path_registry.py,1,TODO: what are we using this for?
lib/sqlalchemy/orm/persistence.py,9,"call before_XXX extensions | TODO: ordered values, etc | HACK: check for history in other tables, in case the | we can do an executemany UPDATE which is more efficient | we can do an executemany UPDATE which is more efficient | TODO: why with bookkeeping=False? | TODO: why does this ""only warn"" if versioning is turned off, | call after_XXX extensions | TODO: this still goes a little too often.  would be nice to"
lib/sqlalchemy/orm/query.py,7,"We could find a way to make this collection ""correct"", however | TODO: this event needs to be deprecated, as it currently applies | TODO: deprecate, property has to be supplied | TODO: deprecate | TODO: not sure why we can't use result.scalar() here | an iterable block is broken, so close the result | TODO: isn't this supposed to be a list?"
lib/sqlalchemy/orm/relationships.py,2,"TODO: coverage | (not just ==), perhaps they need to turn on ""viewonly=True""."
lib/sqlalchemy/orm/session.py,7,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
lib/sqlalchemy/orm/state.py,2,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
lib/sqlalchemy/orm/strategies.py,10,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
lib/sqlalchemy/orm/strategy_options.py,4,TODO: no cases in test suite where we actually get | TODO: need to figure out this None thing being returned by | TODO: attrs against different classes.  we likely have to | add some extra state to Load of some kind
lib/sqlalchemy/orm/unitofwork.py,2,"the related item may or may not itself be in a | TODO: store the history as (state, object) tuples"
lib/sqlalchemy/orm/util.py,4,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
lib/sqlalchemy/orm/writeonly.py,2,this is a hack to allow the entities.ComparableEntity fixture | this is a hack right now.  The Query only knows how to
lib/sqlalchemy/pool/base.py,2,"""invalidation time"" to ""starttime"" should perhaps use >= so that the | TODO: should this be _return_conn?"
lib/sqlalchemy/sql/annotation.py,1,annotated objects hack the __hash__() method so if we want to
lib/sqlalchemy/sql/base.py,7,"TODO: cython candidate | TODO: very inefficient.  This is used only in test suites | TODO: fairly inefficient, used only in debugging right now. | don't really know how this part is supposed to work w/ the | TODO: cython candidate | matches a1.c.x->table.c.x better than | operation may very well be occurring"
lib/sqlalchemy/sql/cache_key.py,4,TODO: wouldn't we instead get this from our superclass? | efficient on startup but simpler. | TODO: see if C code can help here as Python lacks an | efficient switch construct
lib/sqlalchemy/sql/coercions.py,6,"TODO: there's no test coverage now for the | this is a hack right now as we want to use coercion on an | ORM context _join and _legacy_join() would need to be improved | see #5754 for why we can't easily deprecate this coercion. | TODO: doing _implicit_subquery here causes tests to fail, | how was this working before?  probably that ORM"
lib/sqlalchemy/sql/compiler.py,17,"way.   The parameters present in self.bind_names may be clones of | elsewhere in the statement already (e.g. a subquery or perhaps a | TODO: would need a fast cast again here, | for postcompile w/ expanding, move the ""wrapped"" part | TODO: this condition is not well understood. | TODO: accumulate_bind_names is passed by crud.py to gather | TODO: can we get at the .columns_plus_names collection | TODO: proxy_name is not technically safe, | as the better target for this now however for 1.4 we will keep | this is a hack to allow legacy result column lookups | TODO: this only seems to be tested indirectly | TODO: likely need asfrom=True here? | TODO: do we want non-primary key explicit sentinel cols | insert_sentinel=""degrade"" perhaps.  not for the initial release. | params inside them.   After multiple attempts to figure this out, | TODO: remove in 2.1 | TODO: no coverage here"
lib/sqlalchemy/sql/crud.py,6,"TODO - see TODO(return_defaults_columns) below | TODO - see TODO(return_defaults_columns) below | TODO(return_defaults_columns): there can still be more columns in | kw,  # TODO: no test coverage for literal binds here | TODO: not sure if accumulated_bind_names applies here | TODO: this is weird.  See #9685 where we have to"
lib/sqlalchemy/sql/ddl.py,2,"drop is performed in the usual way, via drop_all | drop is performed in the usual way, via drop_all"
lib/sqlalchemy/sql/elements.py,10,"process leaves around a lot of remnants of the previous clause | TODO: this code is uncovered and in all likelihood is not included | 16 bits leftward.  fill extra add_hash on right | regular namespace.  eliminates chance of these | ""CAST(casttest.v1 AS DECIMAL) AS casttest_v1__1"" looks better than | TODO: set up protocol for bind parameter callable | TODO: this seems wrong, it seems like we might not | doesn't make too much sense but we should | TODO: this is only covered in test_text.py, but nothing | TODO: no coverage for this block, again would be in"
lib/sqlalchemy/sql/lambdas.py,9,"TODO: this needs A LOT of tests | that is exactly what people will be doing, it doesn't work, so | I'm not really sure how to handle this right now. | TODO: TEST TEST TEST, this is very out there | TODO: A LOT A LOT of tests.   for _resolve_with_args, we don't know | TODO: validate kw haven't changed? | TODO: should we coerce consts None/True/False here? | TODO: coverage where an ORM option or similar is here | TODO: coverage"
lib/sqlalchemy/sql/schema.py,7,"TODO: likely should be copied in all cases | TODO: if a Sequence, we would need to transfer the Sequence | TODO: DefaultGenerator is not copied here!  it's just used again | would be doing so via another Column, so that's what would | TODO: no test coverage for self not in memos | TODO: consider ""table"" argument being public, but for | overload needed to work around mypy this mypy"
lib/sqlalchemy/sql/selectable.py,9,a fixed counter rather than hash() identity. | it seems like this could be _proxy_key and we would | you need two levels of duplication to be here | TODO: this is hacky and slow | this is a slightly hacky thing - the union exports a | a compound embedded in a compound.  it's probably more appropriate | i haven't tried to think what it means for compound nested in | TODO: this seems like we should be using coercions for this | designed around expecting that inner elements inside of
lib/sqlalchemy/sql/sqltypes.py,2,TODO: this is useless for real world scenarios; implement | for now we're staying conservative w/ behavioral changes (perhaps
lib/sqlalchemy/sql/traversals.py,2,"TODO: use abc classes | TODO: look at attrname for ""legacy_join"" and use different structure"
lib/sqlalchemy/sql/util.py,6,"TODO: add specific coverage here | TODO: add specific coverage here | Ideally there could be overloads specific to ColumnElement and | TODO: cython candidate | we are doing here and we would do better to have an inlined | TODO: typing is finding a few gaps in here, see if they can be"
lib/sqlalchemy/sql/visitors.py,2,*could* in theory replace with an entirely different kind of element. | however this is really not how cloned_traverse is ever used internally
lib/sqlalchemy/testing/assertions.py,3,it's generally a good idea to not carry traceback objects outside | this seems to fix: | assert outside the block so it works for AssertionError too !
lib/sqlalchemy/testing/assertsql.py,1,TODO: why do we need this part?
lib/sqlalchemy/testing/engines.py,3,"TODO: this doesn't cover all cases | as nicely as we'd like, namely MySQLdb. | proxy server idea to get better"
lib/sqlalchemy/testing/fixtures/base.py,1,block itself would be committed
lib/sqlalchemy/testing/fixtures/mypy.py,3,"as of mypy 0.971 i think we need to keep mypy_path empty | manipulate sys.path and/or guess what mypy is doing | 1 or a 0 return code here, could be either depending on if"
lib/sqlalchemy/testing/fixtures/sql.py,1,note we're asserting the order of the params as well as
lib/sqlalchemy/testing/pickleable.py,1,TODO: these are kind of arbitrary....
lib/sqlalchemy/testing/plugin/pytestplugin.py,4,"this is much easier to do within pytest_pycollect_makeitem, however | is that true and why's that? (when using unittest, they're sorted) | this is the pytest hacky part.  don't do a full update wrapper | because pytest is really being sneaky about finding the args"
lib/sqlalchemy/testing/requirements.py,1,"TODO: exclusions should be composable,"
lib/sqlalchemy/testing/schema.py,2,hardcoded rule for oracle; this should | be moved out
lib/sqlalchemy/testing/util.py,2,TODO: this warning can be used to find all the places | TODO:
lib/sqlalchemy/util/langhelpers.py,8,"such as when a kw-only indicator ""*"" is present, which is why | detail, and can be removed or deprecated in future Python releases. | way other than completely deceiving the type checker into thinking there | way to achieve this. | NOTE: we should ultimately get rid of this global thing, | however, currently it is to support pickling.  The best | TODO: this is not working for params like "":param case_sensitive=True:"" | TODO: this still won't cover if the code example itself has"
lib/sqlalchemy/util/typing.py,2,is not the usual way variables would resolve. | python 3.10. For sqlalchemy use cases it's fine to consider it a TAT
lib/sqlalchemy/dialects/mssql/pymssql.py,1,TODO: monkeypatching here is less than ideal
lib/sqlalchemy/dialects/postgresql/asyncpg.py,2,TODO: looks like we have to hand-roll some kind of batching here. | hardcoding for the moment but this should be improved.
lib/sqlalchemy/event/base.py,1,"""active_history"" is an ORM case we add here.   ideally a better"
lib/sqlalchemy/orm/_orm_constructors.py,1,I would really like a way to get the Type[] here that shows up
lib/sqlalchemy/orm/instrumentation.py,3,"TODO: we should use the ClassManager's notion of the | original '__init__' method, once ClassManager is fixed | FIXME: need to juggle local names to avoid constructor argument"
lib/sqlalchemy/sql/type_api.py,4,dmypy / mypy seems to sporadically keep thinking this line is | they would also need to be converted in some way here | we really can't change its behavior without a major deprecation routine. | mypy property bug
lib/sqlalchemy/connectors/aioodbc.py,1,how it's supposed to work
lib/sqlalchemy/dialects/mssql/information_schema.py,1,TODO: is CATLOG misspelled ?
lib/sqlalchemy/dialects/mysql/types.py,1,TODO: float arguments?
lib/sqlalchemy/dialects/oracle/dictionary.py,1,"TODO figure out if it's still relevant, since there is no mention from here"
lib/sqlalchemy/dialects/postgresql/psycopg2cffi.py,1,fixed this.
lib/sqlalchemy/ext/baked.py,1,TODO: can mapper._get_clause be pre-adapted?
lib/sqlalchemy/sql/functions.py,2,TODO: this might not be fully accurate | slight hack to limit to just one positional argument
lib/sqlalchemy/sql/roles.py,1,TODO: are we using this?
